,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
4,3408,USD Coin,USDC,usd-coin,13093,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,28472030219.58967,28472030219.58967,False,,5,,,,2023-06-25T21:18:00.000Z,0.9998286558051485,2824871942.8982882,7.628,-0.02779582,-0.01646498,-0.02529725,-0.0249725,-0.03090898,0.03304272,28467151702.495903,2.4021,28467151702.5,,2023-06-25T21:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-06-25 21:19:53.277361
5,52,XRP,XRP,xrp,969,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'sec-security-token']",100000000000.0,52254289650.0,99988655562.0,False,,6,,,,2023-06-25T21:18:00.000Z,0.49100755707292454,677634685.632239,-7.1305,0.02793776,1.25794521,0.24485696,5.11764414,8.31082919,3.95188471,25657251107.627506,2.1654,49100755707.29,,2023-06-25T21:18:00.000Z,,,,,,2023-06-25 21:19:53.277361
6,2010,Cardano,ADA,cardano,842,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token']",45000000000.0,34935473695.305,35921478500.889,False,,7,,,,2023-06-25T21:18:00.000Z,0.29200577206798645,226106490.1863513,4.4857,-0.65361686,1.1821273,11.24614559,-19.8841535,-25.34664084,-14.89565934,10201359968.958368,0.861,13140259743.06,,2023-06-25T21:18:00.000Z,,,,,,2023-06-25 21:19:53.277361
7,74,Dogecoin,DOGE,dogecoin,731,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,139916566383.70526,139916566383.70526,True,,8,,,,2023-06-25T21:18:00.000Z,0.06688487398422345,190763213.91950533,-33.4469,-0.37339832,0.9647343,8.28548915,-5.94282887,-13.93073206,-8.00211229,9358301910.879362,0.7898,9358301910.88,,2023-06-25T21:18:00.000Z,,,,,,2023-06-25 21:19:53.277361
8,5426,Solana,SOL,solana,475,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'sec-security-token']",,399787301.1129958,550828237.5844004,True,,9,,,,2023-06-25T21:18:00.000Z,16.8766541712919,252338522.4466436,-8.023,-0.79729744,2.47496645,8.94970731,-13.3415987,-20.62455518,-14.90542631,6747072022.958172,0.5694,9296137673.49,,2023-06-25T21:18:00.000Z,,,,,,2023-06-25 21:19:53.277361
9,1958,TRON,TRX,tron,773,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token']",,89976221274.75311,89976237404.73395,True,,10,71659659264.0,5248410777.014187,,2023-06-25T21:18:00.000Z,0.0732408000668635,144531118.2602564,-5.0822,-0.07587211,1.642983,4.52621576,-4.17720546,12.69122393,15.52296431,6589930433.156062,0.5561,6589931614.53,,2023-06-25T21:18:00.000Z,,,,,,2023-06-25 21:19:53.277361
10,2,Litecoin,LTC,litecoin,927,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73225176.72743528,84000000.0,False,,11,,,,2023-06-25T21:18:00.000Z,87.20316080972371,499423474.53698826,-27.3495,-0.70435662,-1.45347985,12.64059064,-0.766088,-0.32514978,-2.2650052,6385466861.482977,0.5389,7325065508.02,,2023-06-25T21:18:00.000Z,,,,,,2023-06-25 21:19:53.277361
11,6636,Polkadot,DOT,polkadot-new,517,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1198440832.01895,1327919709.3241298,True,,12,,,,2023-06-25T21:18:00.000Z,5.174912441164799,147101735.61823794,17.7338,0.39141336,4.08358614,13.72005545,-1.62835978,-10.26851165,-11.5053298,6201826371.614758,0.5234,6871868224.65,,2023-06-25T21:18:00.000Z,,,,,,2023-06-25 21:19:53.277361
12,3890,Polygon,MATIC,polygon,747,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token']",10000000000.0,9289469069.28493,10000000000.0,False,,13,,,,2023-06-25T21:18:00.000Z,0.6643931508870417,272088168.7382957,3.8174,-0.34477938,2.19092972,10.44596372,-27.9209973,-32.36986504,-36.55369027,6171859625.009929,0.5209,6643931508.87,,2023-06-25T21:18:00.000Z,,,,,,2023-06-25 21:19:53.277361
13,11419,Toncoin,TON,toncoin,115,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,14,3414166606.0,5012805102.644407,,2023-06-25T21:18:00.000Z,1.4682368147573661,11517756.69626619,44.4815,0.61134981,4.75479482,3.99549029,-23.55283297,-34.67238962,-29.79933093,5038830307.318196,0.4252,7411011255.45,,2023-06-25T21:18:00.000Z,,,,,,2023-06-25 21:19:53.277361
14,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1259,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,157426.4558355,157426.4558355,False,,15,,,,2023-06-25T21:18:00.000Z,30426.50826194348,142353828.749426,11.5133,-0.19160452,0.01155642,14.91977798,13.60111458,7.8469072,12.25898756,4789937359.127321,0.4042,4789937359.13,,2023-06-25T21:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-06-25 21:19:53.277361
0,1,Bitcoin,BTC,bitcoin,10250,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19411943.0,19411943.0,False,,1,,,,2023-06-25T21:19:00.000Z,30434.75241028087,12769169038.998346,-1.9633,-0.3039068,-0.24069934,15.00863716,13.72037864,8.12658855,12.30038819,590797679007.4849,49.8609,639129800615.9,,2023-06-25T21:19:00.000Z,,,,,,2023-06-25 21:20:53.676860
1,1027,Ethereum,ETH,ethereum,7034,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120191632.87882815,120191632.87882815,True,,2,,,,2023-06-25T21:19:00.000Z,1895.2785949307938,6813150958.078782,27.8917,-0.34206353,1.32593701,9.59532695,3.33597636,2.37889527,10.85084596,227796629085.02322,19.2251,227796629085.02,,2023-06-25T21:19:00.000Z,,,,,,2023-06-25 21:20:53.676860
2,825,Tether,USDT,tether,55844,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83212018333.0169,85733529362.30705,True,,3,,,,2023-06-25T21:19:00.000Z,1.000266628142574,21549183957.461166,-0.4505,-0.00450455,-0.02682932,0.00965187,-0.01365882,-0.01877785,0.02646465,83234204998.90488,7.0258,85756388334.0,,2023-06-25T21:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-06-25 21:20:53.676860
3,1839,BNB,BNB,bnb,1468,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token']",,155852152.73435998,155852152.73435998,False,,4,,,,2023-06-25T21:19:00.000Z,237.73182260537675,415281081.0064879,-26.3831,-0.34724074,1.1989859,-2.45247219,-22.65458824,-27.81071536,-22.56368631,37051016326.51095,3.127,37051016326.51,,2023-06-25T21:19:00.000Z,,,,,,2023-06-25 21:20:53.676860
4,3408,USD Coin,USDC,usd-coin,13093,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,28472030219.58967,28472030219.58967,False,,5,,,,2023-06-25T21:19:00.000Z,1.0000061284564312,2823997595.2481217,7.5941,-0.00147075,-0.00325786,-0.02563505,-0.00321785,-0.0098574,0.03054394,28472204709.18638,2.4033,28472204709.19,,2023-06-25T21:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-06-25 21:20:53.676860
5,52,XRP,XRP,xrp,969,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'sec-security-token']",100000000000.0,52254289650.0,99988655562.0,False,,6,,,,2023-06-25T21:19:00.000Z,0.49076340457570733,677279807.0585724,-7.2047,-0.11912881,1.13997081,0.42767152,5.09080336,8.34683434,3.34628172,25644493092.319145,2.1643,49076340457.57,,2023-06-25T21:19:00.000Z,,,,,,2023-06-25 21:20:53.676860
6,2010,Cardano,ADA,cardano,842,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token']",45000000000.0,34935473695.305,35921478500.889,False,,7,,,,2023-06-25T21:19:00.000Z,0.2919407556277472,226058128.30391514,4.4601,-0.73189458,1.04033058,11.38455058,-19.86892743,-25.28946175,-14.99399137,10199088588.820627,0.8608,13137334003.25,,2023-06-25T21:19:00.000Z,,,,,,2023-06-25 21:20:53.676860
7,74,Dogecoin,DOGE,dogecoin,731,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,139916566383.70526,139916566383.70526,True,,8,,,,2023-06-25T21:19:00.000Z,0.0668529051049334,190713656.58927912,-33.48,-0.49977479,0.81251011,8.33118664,-5.9616885,-13.88657985,-8.09906444,9353828935.057962,0.7894,9353828935.06,,2023-06-25T21:19:00.000Z,,,,,,2023-06-25 21:20:53.676860
8,5426,Solana,SOL,solana,475,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'sec-security-token']",,399787301.1129958,550828237.5844004,True,,9,,,,2023-06-25T21:19:00.000Z,16.874933459673134,252161687.83263308,-8.0897,-0.90082989,2.3084957,9.10043893,-13.32933508,-20.45432608,-14.9927256,6746384104.3041115,0.5693,9295189856.95,,2023-06-25T21:19:00.000Z,,,,,,2023-06-25 21:20:53.676860
9,1958,TRON,TRX,tron,773,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token']",,89976221274.75311,89976237404.73395,True,,10,71659659264.0,5246146763.040297,,2023-06-25T21:19:00.000Z,0.07320920608501733,144489817.96527654,-5.1186,-0.15198182,1.56387343,4.50949565,-4.18859654,12.69500225,15.47700486,6587087726.054521,0.5559,6587088906.92,,2023-06-25T21:19:00.000Z,,,,,,2023-06-25 21:20:53.676860
10,2,Litecoin,LTC,litecoin,927,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73225176.72743528,84000000.0,False,,11,,,,2023-06-25T21:19:00.000Z,87.13451545709968,499374859.9409064,-27.3702,-0.88366118,-1.66369529,12.65128585,-0.79835877,-0.34912597,-2.37173437,6380440293.405565,0.5385,7319299298.4,,2023-06-25T21:19:00.000Z,,,,,,2023-06-25 21:20:53.676860
11,6636,Polkadot,DOT,polkadot-new,517,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1198440832.01895,1327919709.3241298,True,,12,,,,2023-06-25T21:19:00.000Z,5.174906291980461,147544047.55360806,18.084,0.31087796,4.00343338,13.82142727,-1.60099818,-10.28035871,-11.56777166,6201819002.181163,0.5234,6871860059.03,,2023-06-25T21:19:00.000Z,,,,,,2023-06-25 21:20:53.676860
12,3890,Polygon,MATIC,polygon,747,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token']",10000000000.0,9289469069.28493,10000000000.0,False,,13,,,,2023-06-25T21:19:00.000Z,0.6641626727709397,272378244.9741748,3.9214,-0.46064322,2.07158683,10.52719741,-27.92060281,-32.3783505,-36.62917993,6169718605.679252,0.5207,6641626727.71,,2023-06-25T21:19:00.000Z,,,,,,2023-06-25 21:20:53.676860
13,11419,Toncoin,TON,toncoin,115,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,14,3414166606.0,5012103624.03911,,2023-06-25T21:19:00.000Z,1.468031353604983,11510368.89563767,44.377,0.55278635,4.70816722,4.00356344,-23.56259212,-34.66263458,-29.86716537,5038125186.81502,0.4253,7409974178.26,,2023-06-25T21:19:00.000Z,,,,,,2023-06-25 21:20:53.676860
14,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1259,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,157426.4558355,157426.4558355,False,,15,,,,2023-06-25T21:19:00.000Z,30423.920065676695,142311732.99238932,11.4497,-0.25893308,-0.01658124,14.93680915,13.60315214,7.90220544,12.2280383,4789529908.562035,0.4043,4789529908.56,,2023-06-25T21:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-06-25 21:20:53.676860
